names,categories,confidence,websites,socials,phones,addresses,omf_name,omf_category,omf_confidence,omf_websites,omf_socials,omf_phones,omf_addresses,clean_omf_name,clean_omf_addresses
"{""primary"":""Ebowla Gurgaon""}","{""primary"":""dance_club""}",0.3941504178272981,,"[""https://www.facebook.com/112512511876606""]","[""+919382222227""]","[{""freeform"":""Signature Tower Crossing, Near Star Mall, Main, Delhi - Jaipur Expy, Sector 30, Gurugram, Haryana 122001"",""locality"":""Gurugram"",""postcode"":""122001"",""country"":""IN""}]",Ebowla Gurgaon,dance_club,0.3941504178272981,,https://www.facebook.com/112512511876606,+919382222227,"Signature Tower Crossing, Near Star Mall, Main, Delhi - Jaipur Expy, Sector 30, Gurugram, Haryana 122001,Gurugram,,122001",ebowla gurgaon,signature tower crossing near star mall main delhi  jaipur expy sector 30 gurugram haryana 122001gurugram122001
"{""primary"":""Cella Café""}","{""primary"":""cafe"",""alternate"":[""restaurant"",""internet_cafe""]}",0.9962614185921548,"[""http://www.kurhotel-badzell.at/cella-cafe""]","[""https://www.facebook.com/956930584392166""]","[""+4372636365""]","[{""freeform"":""Kurhotel Bad Zell, Kurhausstraße 9"",""locality"":""Bad Zell"",""postcode"":""4283"",""region"":""4"",""country"":""AT""}]",Cella Café,cafe,0.9962614185921548,http://www.kurhotel-badzell.at/cella-cafe,https://www.facebook.com/956930584392166,+4372636365,"Kurhotel Bad Zell, Kurhausstraße 9,Bad Zell,4,4283",cella caf,kurhotel bad zell kurhausstrae 9bad zell44283
"{""primary"":""Mike McClaskie - State Farm Insurance Agent""}","{""primary"":""auto_insurance"",""alternate"":[""home_and_rental_insurance""]}",0.77,"[""https://www.grovecitysfins.com/""]",,"[""6145393333""]","[{""freeform"":""2810 London Groveport Rd"",""locality"":""Grove City"",""region"":""OH"",""country"":""US"",""postcode"":""43123""}]",Mike McClaskie - State Farm Insurance Agent,auto_insurance,0.77,https://www.grovecitysfins.com/,,6145393333,"2810 London Groveport Rd,Grove City,OH,43123",mike mcclaskie  state farm insurance agent,2810 london groveport rdgrove cityoh43123
"{""primary"":""Code Ninjas""}","{""primary"":""education"",""alternate"":[""specialty_school"",""b2b_science_and_technology""]}",0.997898979043525,"[""https://www.codeninjas.com/va-virginia-beach-1?utm_campaign=soci_listings&utm_source=soci&utm_medium=listing&utm_content=va-virginia-beach-1&utm_term=fb""]","[""https://www.facebook.com/198036551121671""]","[""+17578664652""]","[{""freeform"":""3300 Princess Anne Rd"",""locality"":""Virginia Beach"",""postcode"":""23456-2603"",""region"":""VA"",""country"":""US""}]",Code Ninjas,education,0.997898979043525,https://www.codeninjas.com/va-virginia-beach-1?utm_campaign=soci_listings&utm_source=soci&utm_medium=listing&utm_content=va-virginia-beach-1&utm_term=fb,https://www.facebook.com/198036551121671,+17578664652,"3300 Princess Anne Rd,Virginia Beach,VA,23456-2603",code ninjas,3300 princess anne rdvirginia beachva234562603
"{""primary"":""bp""}","{""primary"":""gas_station"",""alternate"":[""convenience_store"",""shopping""]}",0.9962614185921548,"[""https://map.bp.com/en-US/US/gas-station/berwyn/bp/92621240367496040200100000000000""]","[""https://www.facebook.com/1967698830110710""]","[""+17084849060""]","[{""freeform"":""6749 Ogden Ave"",""locality"":""Berwyn"",""postcode"":""60402-3604"",""region"":""IL"",""country"":""US""}]",bp,gas_station,0.9962614185921548,https://map.bp.com/en-US/US/gas-station/berwyn/bp/92621240367496040200100000000000,https://www.facebook.com/1967698830110710,+17084849060,"6749 Ogden Ave,Berwyn,IL,60402-3604",bp,6749 ogden aveberwynil604023604
"{""primary"":""Solar Guard Utah""}","{""primary"":""car_window_tinting"",""alternate"":[""windows_installation"",""glass_and_mirror_sales_service""]}",0.9895134099616858,"[""http://www.801tint.com/""]","[""https://www.facebook.com/109283017366332""]","[""+18017380378""]","[{""freeform"":""2550 S Decker Lake Blvd"",""locality"":""West Valley City"",""postcode"":""84119-2066"",""region"":""UT"",""country"":""US""}]",Solar Guard Utah,car_window_tinting,0.9895134099616858,http://www.801tint.com/,https://www.facebook.com/109283017366332,+18017380378,"2550 S Decker Lake Blvd,West Valley City,UT,84119-2066",solar guard utah,2550 s decker lake blvdwest valley cityut841192066
"{""primary"":""TeamOlmed Kalmar""}","{""primary"":""medical_research_and_development"",""alternate"":[""health_and_medical"",""medical_service_organizations""]}",0.9828411287205256,,"[""https://www.facebook.com/381304739083666""]","[""+46104513302""]","[{""freeform"":""Malmbrogatan 14"",""postcode"":""392 35"",""country"":""SE""}]",TeamOlmed Kalmar,medical_research_and_development,0.9828411287205256,,https://www.facebook.com/381304739083666,+46104513302,"Malmbrogatan 14,,,392 35",teamolmed kalmar,malmbrogatan 14392 35
"{""primary"":""Interstate Battery""}","{""primary"":""battery_store"",""alternate"":[""auto_parts_and_supply_store"",""automotive"",""retail""]}",0.77,"[""http://www.interstatebatteries.com/DealerLocator/AbcDealerDetails.aspx?dealerId=121&storeId=9059&name=Merrimack""]",,"[""6034248245""]","[{""freeform"":""52 Daniel Webster Hwy"",""locality"":""Merrimack"",""region"":""NH"",""country"":""US"",""postcode"":""03054""}]",Interstate Battery,battery_store,0.77,http://www.interstatebatteries.com/DealerLocator/AbcDealerDetails.aspx?dealerId=121&storeId=9059&name=Merrimack,,6034248245,"52 Daniel Webster Hwy,Merrimack,NH,03054",interstate battery,52 daniel webster hwymerrimacknh03054
"{""primary"":""Carlo's Restaurant""}","{""primary"":""italian_restaurant"",""alternate"":[""restaurant"",""pizza_restaurant""]}",0.9962614185921548,"[""http://www.carlosrestaurant.net/""]","[""https://www.facebook.com/117605828401347""]","[""+19147931458""]","[{""freeform"":""668 Tuckahoe Rd"",""locality"":""Yonkers"",""postcode"":""10710-5705"",""region"":""NY"",""country"":""US""}]",Carlo's Restaurant,italian_restaurant,0.9962614185921548,http://www.carlosrestaurant.net/,https://www.facebook.com/117605828401347,+19147931458,"668 Tuckahoe Rd,Yonkers,NY,10710-5705",carlos restaurant,668 tuckahoe rdyonkersny107105705
"{""primary"":""Sainsbury's""}","{""primary"":""korean_grocery_store"",""alternate"":[""supermarket"",""retail""]}",0.77,"[""https://stores.sainsburys.co.uk/2181/west-belfast""]",,"[""02890616386""]","[{""freeform"":""Unit 28, Kennedy Centre, Falls Road"",""locality"":""Belfast"",""region"":"""",""country"":""GB"",""postcode"":""BT11 9AE""}]",Sainsbury's,korean_grocery_store,0.77,https://stores.sainsburys.co.uk/2181/west-belfast,,02890616386,"Unit 28, Kennedy Centre, Falls Road,Belfast,,BT11 9AE",sainsburys,unit 28 kennedy centre falls roadbelfastbt11 9ae
"{""primary"":""Bento Sushi""}","{""primary"":""sushi_restaurant"",""alternate"":[""food"",""restaurant""]}",0.77,"[""https://www.bentosushi.com/""]",,"[""6133897900""]","[{""freeform"":""945 Gardiners Rd"",""locality"":""Kingston"",""region"":""ON"",""country"":""CA"",""postcode"":""K7M 7H4""}]",Bento Sushi,sushi_restaurant,0.77,https://www.bentosushi.com/,,6133897900,"945 Gardiners Rd,Kingston,ON,K7M 7H4",bento sushi,945 gardiners rdkingstononk7m 7h4
"{""primary"":""Poltronesofa""}","{""primary"":""furniture_store"",""alternate"":[""bar""]}",0.9962614185921548,"[""http://www.poltronesofa.it/""]","[""https://www.facebook.com/109867670540979""]","[""+390916255912""]","[{""freeform"":""Via Ugo La Malfa, 7"",""locality"":""Palermo"",""postcode"":""90146"",""region"":""82"",""country"":""IT""}]",Poltronesofa,furniture_store,0.9962614185921548,http://www.poltronesofa.it/,https://www.facebook.com/109867670540979,+390916255912,"Via Ugo La Malfa, 7,Palermo,82,90146",poltronesofa,via ugo la malfa 7palermo8290146
"{""primary"":""Giant Eagle""}","{""primary"":""pharmacy"",""alternate"":[""drugstore"",""retail""]}",0.77,"[""https://www.gianteagle.com/pharmacy""]",,"[""7243486229""]","[{""freeform"":""3701 State Route 88"",""locality"":""Finleyville"",""region"":""PA"",""country"":""US"",""postcode"":""15332""}]",Giant Eagle,pharmacy,0.77,https://www.gianteagle.com/pharmacy,,7243486229,"3701 State Route 88,Finleyville,PA,15332",giant eagle,3701 state route 88finleyvillepa15332
"{""primary"":""Fan Favourites Games & Movies""}","{""primary"":""video_game_store"",""alternate"":[""music_and_dvd_store"",""toy_store""]}",0.9962614185921548,"[""http://www.fanfavourites.ca/""]","[""https://www.facebook.com/495683433852052""]","[""+12505901202""]","[{""freeform"":""760 Yates St"",""locality"":""Victoria"",""postcode"":""V8W 1L4"",""region"":""BC"",""country"":""CA""}]",Fan Favourites Games & Movies,video_game_store,0.9962614185921548,http://www.fanfavourites.ca/,https://www.facebook.com/495683433852052,+12505901202,"760 Yates St,Victoria,BC,V8W 1L4",fan favourites games  movies,760 yates stvictoriabcv8w 1l4
"{""primary"":""MT caravane""}","{""primary"":""recreation_vehicle_repair"",""alternate"":[""automotive""]}",0.77,"[""http://mtcaravane.info/""]",,"[""4188311184""]","[{""freeform"":""844-A Rue J.-Ambroise-Craig"",""locality"":""Lévis"",""region"":""QC"",""country"":""CA"",""postcode"":""G7A 2N2""}]",MT caravane,recreation_vehicle_repair,0.77,http://mtcaravane.info/,,4188311184,"844-A Rue J.-Ambroise-Craig,Lévis,QC,G7A 2N2",mt caravane,844a rue jambroisecraiglvisqcg7a 2n2
"{""primary"":""Shell""}","{""primary"":""gas_station"",""alternate"":[""convenience_store"",""energy_company""]}",0.9962614185921548,"[""https://find.shell.com/us/fuel/10005516-423-roundtree-dr-sw""]","[""https://www.facebook.com/141737469739227""]","[""+12299954960""]","[{""freeform"":""423 Roundtree Dr SW"",""locality"":""Dawson"",""postcode"":""39842-1933"",""region"":""GA"",""country"":""US""}]",Shell,gas_station,0.9962614185921548,https://find.shell.com/us/fuel/10005516-423-roundtree-dr-sw,https://www.facebook.com/141737469739227,+12299954960,"423 Roundtree Dr SW,Dawson,GA,39842-1933",shell,423 roundtree dr swdawsonga398421933
"{""primary"":""The Kincaid at Legacy""}","{""primary"":""rental_services"",""alternate"":[""apartments"",""real_estate_service""]}",0.77,"[""https://www.thekincaidlegacyplano.com/""]",,"[""2149347159""]","[{""freeform"":""7200 Dallas Pkwy"",""locality"":""Plano"",""region"":""TX"",""country"":""US"",""postcode"":""75024""}]",The Kincaid at Legacy,rental_services,0.77,https://www.thekincaidlegacyplano.com/,,2149347159,"7200 Dallas Pkwy,Plano,TX,75024",the kincaid at legacy,7200 dallas pkwyplanotx75024
"{""primary"":""San Sebastian""}","{""primary"":""accommodation"",""alternate"":[""landmark_and_historical_building"",""property_management""]}",0.9962614185921548,"[""https://www.livesansebastian.com/""]","[""https://www.facebook.com/126197374122376""]","[""+19495583892""]","[{""freeform"":""24299 Paseo de Valencia"",""locality"":""Laguna Woods"",""postcode"":""92637-3117"",""region"":""CA"",""country"":""US""}]",San Sebastian,accommodation,0.9962614185921548,https://www.livesansebastian.com/,https://www.facebook.com/126197374122376,+19495583892,"24299 Paseo de Valencia,Laguna Woods,CA,92637-3117",san sebastian,24299 paseo de valencialaguna woodsca926373117
"{""primary"":""Joseph Perkins, D.O.""}","{""primary"":""sports_medicine"",""alternate"":[""doctor"",""health_and_medical""]}",0.77,"[""https://www.northshore.org/apps/findadoctor/physicians/joseph-anthony-perkins""]",,"[""8478667846""]","[{""freeform"":""2180 Pfingsten Rd Ste 3100"",""locality"":""Glenview"",""postcode"":""60026"",""region"":""IL"",""country"":""US""}]","Joseph Perkins, D.O.",sports_medicine,0.77,https://www.northshore.org/apps/findadoctor/physicians/joseph-anthony-perkins,,8478667846,"2180 Pfingsten Rd Ste 3100,Glenview,IL,60026",joseph perkins do,2180 pfingsten rd ste 3100glenviewil60026
"{""primary"":""The Bristol Hotel""}","{""primary"":""resort"",""alternate"":[""hotel""]}",0.77,"[""https://www.bristolhotelva.com/?utm_medium=organic&utm_source=yext&utm_campaign=website""]",,"[""2766963535""]","[{""freeform"":""115 Country Music Way"",""locality"":""Bristol"",""region"":""VA"",""country"":""US"",""postcode"":""24201""}]",The Bristol Hotel,resort,0.77,https://www.bristolhotelva.com/?utm_medium=organic&utm_source=yext&utm_campaign=website,,2766963535,"115 Country Music Way,Bristol,VA,24201",the bristol hotel,115 country music waybristolva24201
"{""primary"":""Kendra Scott""}","{""primary"":""jewelry_store"",""alternate"":[""shopping"",""retail""]}",0.9962614185921548,"[""http://www.kendrascott.com/""]","[""https://www.facebook.com/335828220175680""]","[""+15616936592""]","[{""freeform"":""3101 PGA Blvd"",""locality"":""Palm Beach Gardens"",""postcode"":""33410-2786"",""region"":""FL"",""country"":""US""}]",Kendra Scott,jewelry_store,0.9962614185921548,http://www.kendrascott.com/,https://www.facebook.com/335828220175680,+15616936592,"3101 PGA Blvd,Palm Beach Gardens,FL,33410-2786",kendra scott,3101 pga blvdpalm beach gardensfl334102786
"{""primary"":""CVS Pharmacy""}","{""primary"":""medical_supply"",""alternate"":[""pharmacy"",""shopping""]}",0.9962614185921548,"[""https://www.cvs.com/store-locator/cvs-pharmacy-address/3901+Sw+21st+Street-Topeka-KS-66604/storeid=10244?WT.mc_id=LS_FACEBOOK_RX_10244""]","[""https://www.facebook.com/1850262608392745""]","[""+17852731106""]","[{""freeform"":""3901 SW 21st St"",""locality"":""Topeka"",""postcode"":""66604-3356"",""region"":""KS"",""country"":""US""}]",CVS Pharmacy,medical_supply,0.9962614185921548,https://www.cvs.com/store-locator/cvs-pharmacy-address/3901+Sw+21st+Street-Topeka-KS-66604/storeid=10244?WT.mc_id=LS_FACEBOOK_RX_10244,https://www.facebook.com/1850262608392745,+17852731106,"3901 SW 21st St,Topeka,KS,66604-3356",cvs pharmacy,3901 sw 21st sttopekaks666043356
"{""primary"":""FZG Computerservice""}","{""primary"":""computer_store"",""alternate"":[""electronics"",""it_service_and_computer_repair"",""retail""]}",0.77,"[""http://www.fzgcomputerservice.de/""]",,"[""034949289300""]","[{""freeform"":""Heinrich-Heine-Str. 9"",""locality"":""Bitterfeld-Wolfen"",""region"":""Sachsen-Anhalt"",""country"":""DE"",""postcode"":""06766""}]",FZG Computerservice,computer_store,0.77,http://www.fzgcomputerservice.de/,,034949289300,"Heinrich-Heine-Str. 9,Bitterfeld-Wolfen,Sachsen-Anhalt,06766",fzg computerservice,heinrichheinestr 9bitterfeldwolfensachsenanhalt06766
"{""primary"":""Shred Nations""}","{""primary"":""shredding_services"",""alternate"":[""professional_services""]}",0.9763829787234043,"[""https://www.shrednations.com/tx/ups-store-75254/?utm_source=facebook&utm_medium=retail&utm_campaign=sn-deci-facebook-internal-mapslisting""]","[""https://www.facebook.com/223732971488267""]","[""+12143068714""]","[{""freeform"":""14902 Preston Rd"",""locality"":""Dallas"",""postcode"":""75254"",""region"":""TX"",""country"":""US""}]",Shred Nations,shredding_services,0.9763829787234043,https://www.shrednations.com/tx/ups-store-75254/?utm_source=facebook&utm_medium=retail&utm_campaign=sn-deci-facebook-internal-mapslisting,https://www.facebook.com/223732971488267,+12143068714,"14902 Preston Rd,Dallas,TX,75254",shred nations,14902 preston rddallastx75254
"{""primary"":""Wellstar Radiation Oncology""}","{""primary"":""oncologist"",""alternate"":[""doctor"",""medical_center"",""public_health_clinic"",""health_and_medical""]}",0.77,"[""https://www.wellstar.org/locations/pages/practice-detail.aspx?lid=839EC2F9-D4D1-4428-A094-280D8AEE374E""]",,"[""7705053855""]","[{""freeform"":""148 Bill Carruth Pkwy Ste Ll30"",""locality"":""Hiram"",""region"":""GA"",""country"":""US"",""postcode"":""30141""}]",Wellstar Radiation Oncology,oncologist,0.77,https://www.wellstar.org/locations/pages/practice-detail.aspx?lid=839EC2F9-D4D1-4428-A094-280D8AEE374E,,7705053855,"148 Bill Carruth Pkwy Ste Ll30,Hiram,GA,30141",wellstar radiation oncology,148 bill carruth pkwy ste ll30hiramga30141
"{""primary"":""Tammy Medlin, FNP""}","{""primary"":""doctor"",""alternate"":[""health_and_medical""]}",0.77,"[""https://ladysislandmedical.com/meet-our-team/tammy-medlin-np/""]",,"[""8433790367""]","[{""freeform"":""97 Sea Island Pkwy., Ste 203"",""locality"":""Lady's Island"",""postcode"":""29907"",""region"":""SC"",""country"":""US""}]","Tammy Medlin, FNP",doctor,0.77,https://ladysislandmedical.com/meet-our-team/tammy-medlin-np/,,8433790367,"97 Sea Island Pkwy., Ste 203,Lady's Island,SC,29907",tammy medlin fnp,97 sea island pkwy ste 203ladys islandsc29907
"{""primary"":""Service King Collision Repair South Ft. Worth""}","{""primary"":""brake_service_and_repair"",""alternate"":[""auto_body_shop"",""automotive""]}",0.77,"[""""]",,"[""8172937300""]","[{""freeform"":""9601 South Fwy"",""locality"":""Fort Worth"",""region"":""TX"",""country"":""US"",""postcode"":""76140""}]",Service King Collision Repair South Ft. Worth,brake_service_and_repair,0.77,,,8172937300,"9601 South Fwy,Fort Worth,TX,76140",service king collision repair south ft worth,9601 south fwyfort worthtx76140
"{""primary"":""SPENGA Prosper""}","{""primary"":""gym"",""alternate"":[""cycling_classes"",""active_life""]}",0.77,"[""https://prospertx.spenga.com/""]",,"[""2143474723""]","[{""freeform"":""900 South Preston Road Suite 30"",""locality"":""Prosper"",""postcode"":""75078"",""region"":""TX"",""country"":""US""}]",SPENGA Prosper,gym,0.77,https://prospertx.spenga.com/,,2143474723,"900 South Preston Road Suite 30,Prosper,TX,75078",spenga prosper,900 south preston road suite 30prospertx75078
